GHS_NUM;GHS_CMD;GHM_NUM;GHS_SEU_BAS;GHS_SEU_HAU;GHS_PRI;EXH_PRI;EXB_FOR;EXB_PRI;MED_SUS_TAU;DMI_SUS_TAU;MED_CMD_TAU;DMI_CMD_TAU;TAR_IND;TAR_COE
1164;;04M094;10;59;12152.32;381.37;4084.98;;;;;;;
1165;;04M09T;;;831.38;;;;;;;;;
1166;;04M101;4;21;3221.82;125.49;2330.24;;;;;;;
1167;;04M102;5;28;4100.25;152.32;878.43;;;;;;;
1168;;04M103;6;36;5318.79;161.30;1218.54;;;;;;;
1169;;04M104;8;45;6770.49;278.38;1451.70;;;;;;;
1170;;04M10T;;;891.58;;;;;;;;;
1171;;04M111;;;915.39;;;;;;;;;
1172;;04M112;3;20;3391.92;205.85;2476.53;;;;;;;
1173;;04M113;5;31;6152.15;170.43;2760.23;;;;;;;
1174;;04M114;8;45;8538.13;353.06;2385.98;;;;;;;
1175;;04M121;2;11;1900.84;117.60;1275.05;;;;;;;
1176;;04M122;4;20;3171.37;109.75;1270.53;;;;;;;
1177;;04M123;5;29;4420.28;95.24;1248.91;;;;;;;
1178;;04M124;8;47;6134.59;244.16;1714.31;;;;;;;
1179;;04M12T;;;625.79;;;;;;;;;
1180;;04M131;2;7;1625.63;153.94;798.03;;;;;;;
1181;;04M132;5;27;4704.51;167.09;3078.88;;;;;;;
1182;;04M133;6;36;6877.44;146.18;2172.93;;;;;;;
1183;;04M134;11;68;11555.26;316.29;4677.82;;;;;;;
1184;;04M13T;;;827.60;;;;;;;;;
1185;;04M141;2;7;1670.60;145.53;1036.21;;;;;;;
1186;;04M142;5;25;4290.17;210.99;2619.56;;;;;;;
1187;;04M143;6;36;6611.10;233.09;2320.93;;;;;;;
1188;;04M144;8;47;9175.08;360.56;2563.99;;;;;;;
1189;;04M14T;;;634.40;;;;;;;;;
1190;;04M151;2;7;1495.13;111.19;787.88;;;;;;;
1191;;04M152;4;20;3390.78;70.26;1895.65;;;;;;;
1192;;04M153;6;31;4163.62;157.91;772.85;;;;;;;
1193;;04M154;10;58;8427.13;270.45;4263.51;;;;;;;
1194;;04M15T;;;707.25;;;;;;;;;
1195;;04M161;3;14;2168.96;108.66;1368.07;;;;;;;
1196;;04M162;4;19;2885.65;102.88;716.69;;;;;;;
1197;;04M163;5;29;4303.22;83.45;1417.58;;;;;;;
1198;;04M164;8;49;5972.14;227.10;1668.91;;;;;;;
1199;;04M16T;;;800.88;;;;;;;;;
1200;;04M171;2;6;1519.05;138.68;876.66;;;;;;;
1201;;04M172;4;23;3876.67;140.73;2357.62;;;;;;;
1202;;04M173;6;32;5281.70;129.20;1405.03;;;;;;;
1203;;04M174;8;44;6832.04;286.75;1550.34;;;;;;;
1204;;04M17T;;;642.39;;;;;;;;;
1205;;04M181;2;6;1689.03;145.72;;844.52;;;;;;
1206;;04M182;3;16;3498.22;66.88;1809.19;;;;;;;
1207;;04M183;4;18;3631.98;128.05;133.76;;;;;;;
1208;;04M184;5;29;5040.57;324.96;1408.59;;;;;;;
1209;;04M191;4;24;3741.19;132.92;3223.83;;;;;;;
1210;;04M192;8;49;7064.15;195.07;3322.95;;;;;;;
1211;;04M193;12;70;11160.63;294.78;4096.48;;;;;;;
1212;;04M194;13;80;15489.04;362.13;4328.42;;;;;;;
1213;;04M19T;;;517.37;;;;;;;;;
1214;;04M201;3;15;2316.21;145.82;1692.61;;;;;;;
1215;;04M202;5;26;3920.26;160.57;1604.05;;;;;;;
1216;;04M203;6;35;5684.67;137.76;1764.41;;;;;;;
1217;;04M204;8;49;7613.28;287.49;1928.62;;;;;;;
1218;;04M20T;;;623.60;;;;;;;;;
1219;;04M211;;;806.76;;;;;;;;;
1220;;04M212;3;37;2051.96;220.73;1245.20;;;;;;;
1221;;04M213;7;41;2810.22;127.08;758.26;;;;;;;
1222;;04M214;;;3900.12;;;;;;;;;
1223;;04M22Z;;;693.36;;;;;;;;;
1224;;04M23T;;;599.23;;;;;;;;;
1225;;04M23Z;2;11;2179.20;341.92;;1089.60;;;;;;
1226;;04M24E;;;962.19;;;;;;;;;
1227;;04M251;2;7;1742.79;244.54;1073.74;;;;;;;
1228;;04M252;3;18;4432.72;327.61;2689.93;;;;;;;
1229;;04M253;4;23;6070.75;490.90;1638.03;;;;;;;
1230;;04M254;;;8425.16;;;;;;;;;
1231;;04M25T;;;669.04;;;;;;;;;
1232;;04M261;2;8;2209.36;195.95;1464.94;;;;;;;
1233;;04M262;5;25;5619.43;188.78;3410.08;;;;;;;
1234;;04M263;6;36;7695.98;396.84;2076.55;;;;;;;
1235;;04M264;;;10680.72;;;;;;;;;
1236;;04M26T;;;744.42;;;;;;;;;
1430;;05C021;6;31;13484.37;130.18;;2247.39;;;;;;
1431;;05C022;8;46;16445.17;113.09;2960.80;;;;;;;
1432;;05C023;11;63;19663.04;82.25;3217.87;;;;;;;
1433;;05C024;17;105;23117.59;411.79;3454.55;;;;;;;
1434;;05C031;5;27;12654.23;134.44;;2530.85;;;;;;
1435;;05C032;6;34;13595.29;161.53;941.06;;;;;;;
1436;;05C033;8;45;16648.48;122.86;3053.19;;;;;;;
1437;;05C034;13;78;20702.76;495.35;4054.28;;;;;;;
1438;;05C041;6;33;12139.56;159.52;;2023.26;;;;;;
1439;;05C042;7;41;14337.04;139.49;2197.47;;;;;;;
1440;;05C043;9;54;16907.80;116.54;2570.76;;;;;;;
1441;;05C044;15;87;20753.49;442.50;3845.69;;;;;;;
1442;;05C051;5;26;10430.12;76.40;;2086.02;;;;;;
1443;;05C052;5;29;10947.13;69.55;517.01;;;;;;;
1444;;05C053;6;37;12003.01;54.85;1055.88;;;;;;;
1445;;05C054;12;71;13868.07;363.97;1865.06;;;;;;;
1446;;05C061;5;30;10861.38;806.26;;2172.28;;;;;;
1518;;05C061;5;30;30212.45;806.26;;6042.49;;;;;;
1447;;05C062;6;87;13495.04;742.02;2633.66;;;;;;;
1519;;05C062;6;87;32846.10;742.02;2633.66;;;;;;;
1448;;05C063;8;89;16563.99;683.12;3068.95;;;;;;;
1520;;05C063;8;89;35915.06;683.12;3068.95;;;;;;;
1449;;05C064;15;92;16946.93;376.85;382.94;;;;;;;
1521;;05C064;15;92;36297.99;376.85;382.94;;;;;;;
1450;;05C071;5;28;13791.62;190.04;;2758.32;;;;;;
1451;;05C072;7;39;17695.79;155.45;3904.17;;;;;;;
1452;;05C073;7;42;18162.15;158.38;466.36;;;;;;;
1453;;05C074;16;96;26714.43;521.38;8552.29;;;;;;;
1454;;05C081;3;12;3918.66;166.53;;1306.22;;;;;;
1455;;05C082;5;30;6916.26;202.48;2997.60;;;;;;;
1456;;05C083;8;46;10155.92;229.56;3239.66;;;;;;;
1457;;05C084;13;79;17731.41;417.11;7575.49;;;;;;;
1458;;05C091;4;21;4603.83;236.21;;1150.96;;;;;;
1459;;05C092;6;33;10925.30;199.50;6321.47;;;;;;;
1460;;05C093;7;43;17113.05;150.18;6187.75;;;;;;;
1461;;05C094;21;128;29878.01;435.63;12764.97;;;;;;;
1462;;05C101;4;24;6960.46;200.52;;1740.11;;;;;;
1463;;05C102;6;36;9523.12;197.51;2562.66;;;;;;;
1464;;05C103;9;54;13283.52;191.47;3760.40;;;;;;;
1465;;05C104;15;88;19793.67;421.34;6510.15;;;;;;;
1466;;05C111;3;18;5019.22;198.56;4343.14;;;;;;;
1467;;05C112;6;32;7935.03;195.94;2915.81;;;;;;;
1468;;05C113;9;53;12049.81;196.63;4114.78;;;;;;;
1469;;05C114;16;95;20308.23;397.85;8258.41;;;;;;;
1470;;05C11J;;;676.08;;;;;;;;;
1471;;05C121;7;37;6973.08;135.21;;996.15;;;;;;
1472;;05C122;10;57;9785.56;132.70;2812.48;;;;;;;
1473;;05C123;11;68;11876.69;112.96;2091.13;;;;;;;
1474;;05C124;17;100;15491.53;289.34;3614.84;;;;;;;
1475;;05C131;3;14;3133.34;148.68;;1044.45;;;;;;
1476;;05C132;7;38;7208.18;134.99;4074.84;;;;;;;
1477;;05C133;9;50;9409.18;111.75;2201.01;;;;;;;
1478;;05C134;13;75;12202.87;304.72;2793.68;;;;;;;
1479;;05C141;4;21;3735.45;187.71;3300.33;;;;;;;
1480;;05C142;6;33;5987.97;188.19;2252.52;;;;;;;
1481;;05C143;8;49;8998.98;239.73;3011.02;;;;;;;
1482;;05C144;13;77;15711.51;381.75;6712.53;;;;;;;
1483;;05C14J;;;435.11;;;;;;;;;
1484;;05C151;3;13;2797.05;152.02;1542.36;;;;;;;
1485;;05C152;4;24;4581.84;144.99;1784.79;;;;;;;
1486;;05C153;7;40;6901.71;183.86;2319.87;;;;;;;
1487;;05C154;12;68;12049.84;327.51;5148.12;;;;;;;
1488;;05C15T;;;1254.69;;;;;;;;;
1489;;05C171;;40;1442.06;196.79;;;;;;;;
1490;;05C172;3;40;2482.37;322.60;1040.32;;;;;;;
1491;;05C173;8;49;3883.45;160.20;1401.08;;;;;;;
1492;;05C174;11;68;6780.20;186.25;2896.75;;;;;;;
1493;;05C17J;;;1442.06;;;;;;;;;
1494;;05C181;3;13;2869.37;133.96;1997.40;;;;;;;
1495;;05C182;7;40;6486.26;191.76;3616.89;;;;;;;
1496;;05C183;10;62;10704.93;194.66;4218.67;;;;;;;
1497;;05C184;17;103;18686.01;339.28;7981.08;;;;;;;
1498;;05C18J;;;871.98;;;;;;;;;
1499;;05C191;3;14;4028.09;178.45;3334.50;;;;;;;
1500;;05C192;4;24;5935.90;174.20;1907.81;;;;;;;
1501;;05C193;9;53;10987.80;383.50;5051.90;;;;;;;
1502;;05C194;12;73;19183.82;486.81;8196.02;;;;;;;
1503;;05C19T;;;693.59;;;;;;;;;
1504;;05C201;2;7;1844.25;233.74;;922.13;;;;;;
1505;;05C202;4;21;5116.68;243.03;3272.42;;;;;;;
1506;;05C203;7;40;9734.27;455.70;4617.59;;;;;;;
1507;;05C204;;;19443.26;;;;;;;;;
1508;;05C211;;6;2277.05;128.90;;;;;;;;
1509;;05C212;4;20;7001.29;116.22;4724.25;;;;;;;
1510;;05C213;9;54;11205.03;185.73;4203.74;;;;;;;
1511;;05C214;16;99;18026.81;339.50;6821.78;;;;;;;
1512;;05C21J;;;1009.72;;;;;;;;;
1513;;05C221;2;7;2381.57;174.53;1024.93;;;;;;;
1514;;05C222;3;17;4869.24;137.41;2487.66;;;;;;;
1515;;05C223;7;37;7617.49;376.55;2748.25;;;;;;;
1516;;05C224;;;13299.54;;;;;;;;;
1517;;05C22T;;;1356.64;;;;;;;;;
1522;;05C081;;;23394.57;;;;;;;;;
1522;;05C082;;;23394.57;;;;;;;;;
1522;;05C083;;;23394.57;;;;;;;;;
1522;;05C084;;;23394.57;;;;;;;;;
1522;;05K131;;;23394.57;;;;;;;;;
1522;;05K132;;;23394.57;;;;;;;;;
1522;;05K133;;;23394.57;;;;;;;;;
1522;;05K134;;;23394.57;;;;;;;;;
1693;;05K051;2;11;2855.29;106.48;;1427.64;;;;;;
1694;;05K052;4;21;4286.46;98.33;1431.17;;;;;;;
1695;;05K053;6;31;6120.05;74.04;1833.59;;;;;;;
1696;;05K054;11;66;8711.52;246.23;2591.47;;;;;;;
1697;;05K061;2;8;2693.68;180.26;783.88;;;;;;;
1698;;05K062;3;17;4316.03;205.38;1622.34;;;;;;;
1699;;05K063;5;29;6780.64;229.81;2464.61;;;;;;;
1700;;05K064;8;46;10687.49;431.79;3906.85;;;;;;;
1701;;05K06T;;;1909.80;;;;;;;;;
1702;;05K101;;5;1610.57;148.68;;;;;;;;
1703;;05K102;4;20;3962.06;142.52;2351.49;;;;;;;
1704;;05K103;6;32;5672.26;145.29;1710.20;;;;;;;
1705;;05K104;8;46;7706.38;310.29;2034.11;;;;;;;
1706;;05K10J;;;1443.04;;;;;;;;;
1707;;05K111;2;7;2615.41;157.18;920.67;;;;;;;
1808;;05K111;2;7;5547.84;333.41;1952.93;;;;;;;
1708;;05K112;4;19;4663.98;147.03;2048.57;;;;;;;
1809;;05K112;4;19;9893.29;311.88;4345.46;;;;;;;
1709;;05K113;6;35;7016.44;174.77;2352.46;;;;;;;
1810;;05K113;6;35;14883.36;370.72;4990.07;;;;;;;
1710;;05K114;9;52;9987.48;356.26;2971.04;;;;;;;
1811;;05K114;9;52;21185.57;755.71;6302.21;;;;;;;
1711;;05K11T;;;1694.74;;;;;;;;;
1812;;05K11T;;;3594.91;;;;;;;;;
1712;;05K121;;6;3587.15;257.56;;;;;;;;
1713;;05K122;4;19;6935.37;657.34;3348.22;;;;;;;
1714;;05K123;;;10433.50;;;;;;;;;
1715;;05K124;;;14851.46;;;;;;;;;
1716;;05K131;2;7;2748.51;135.94;807.85;;;;;;;
1717;;05K132;4;21;4651.64;143.20;1903.13;;;;;;;
1718;;05K133;7;38;7694.36;120.67;3042.73;;;;;;;
1719;;05K134;11;65;10952.46;312.51;3258.09;;;;;;;
1720;;05K13J;;;1940.66;;;;;;;;;
1721;;05K14Z;;;701.49;;;;;;;;;
1722;;05K151;;4;1618.63;702.16;;;;;;;;
1723;;05K152;;;3129.44;;;;;;;;;
1724;;05K153;;;4707.89;;;;;;;;;
1725;;05K154;;;6701.40;;;;;;;;;
1726;;05K15J;;;936.20;;;;;;;;;
1727;;05K17J;;;624.14;;;;;;;;;
1728;;05K18J;;;528.72;;;;;;;;;
1729;;05M041;2;10;1846.04;104.49;947.49;;;;;;;
1730;;05M042;4;20;2973.16;100.38;1127.12;;;;;;;
1731;;05M043;5;29;3974.23;91.50;1001.07;;;;;;;
1732;;05M044;7;40;4980.68;231.91;1006.45;;;;;;;
1733;;05M04T;;;898.55;;;;;;;;;
1734;;05M051;;;790.20;;;;;;;;;
1735;;05M052;3;17;2480.63;133.76;1690.43;;;;;;;
1736;;05M053;4;23;3312.24;130.54;831.61;;;;;;;
1737;;05M054;6;32;4487.08;259.82;1174.83;;;;;;;
1738;;05M061;;5;821.23;134.35;;;;;;;;
1739;;05M062;3;16;2299.11;137.37;1477.87;;;;;;;
1740;;05M063;4;24;3481.92;129.75;1182.82;;;;;;;
1741;;05M064;6;35;4909.19;261.78;1427.27;;;;;;;
1742;;05M06T;;;635.25;;;;;;;;;
1743;;05M071;3;18;2640.18;126.55;1910.21;;;;;;;
1744;;05M072;4;23;3272.96;132.57;632.77;;;;;;;
1745;;05M073;6;31;4416.73;122.16;1143.77;;;;;;;
1746;;05M074;7;39;5394.05;252.90;977.32;;;;;;;
1747;;05M07T;;;729.97;;;;;;;;;
1748;;05M081;2;9;1428.04;119.39;895.58;;;;;;;
1749;;05M082;3;18;2502.53;141.58;1074.49;;;;;;;
1750;;05M083;5;25;3522.23;138.72;1019.70;;;;;;;
1751;;05M084;6;35;4909.41;259.66;1387.18;;;;;;;
1752;;05M08T;;;532.45;;;;;;;;;
1753;;05M091;4;20;2864.96;118.86;2211.63;;;;;;;
1754;;05M092;5;27;3696.96;170.56;832.00;;;;;;;
1755;;05M093;6;34;4890.90;183.14;1193.94;;;;;;;
1756;;05M094;8;49;7637.95;291.10;2747.05;;;;;;;
1757;;05M09T;;;653.33;;;;;;;;;
1758;;05M101;;;968.48;;;;;;;;;
1759;;05M102;3;20;4316.52;102.37;3348.03;;;;;;;
1760;;05M103;7;38;6159.11;144.57;1842.60;;;;;;;
1761;;05M104;9;55;8616.78;290.59;2457.67;;;;;;;
1762;;05M111;2;9;1647.24;116.08;1078.92;;;;;;;
1763;;05M112;4;23;3616.42;105.96;1969.19;;;;;;;
1764;;05M113;6;37;5160.17;102.95;1543.74;;;;;;;
1765;;05M114;10;57;7219.23;236.61;2059.06;;;;;;;
1766;;05M11T;;;568.32;;;;;;;;;
1767;;05M121;2;10;1959.67;130.47;1222.55;;;;;;;
1768;;05M122;4;23;3658.91;130.21;1699.24;;;;;;;
1769;;05M123;6;35;5221.40;171.38;1562.49;;;;;;;
1770;;05M124;9;53;8306.24;291.22;3084.84;;;;;;;
1771;;05M12T;;;737.11;;;;;;;;;
1772;;05M131;;;720.45;;;;;;;;;
1773;;05M132;3;14;2146.33;272.77;1425.88;;;;;;;
1774;;05M133;;;3062.54;;;;;;;;;
1775;;05M134;;;4284.59;;;;;;;;;
1776;;05M141;;;1399.07;;;;;;;;;
1777;;05M142;3;19;2634.01;151.48;1234.94;;;;;;;
1778;;05M143;6;35;5888.99;111.90;3254.98;;;;;;;
1779;;05M144;9;56;8238.87;275.47;2349.88;;;;;;;
1780;;05M151;2;10;1747.60;127.21;1132.48;;;;;;;
1781;;05M152;4;19;2917.66;123.62;1170.06;;;;;;;
1782;;05M153;5;26;3782.99;128.57;865.33;;;;;;;
1783;;05M154;6;37;5197.27;262.88;1414.28;;;;;;;
1784;;05M15T;;;615.12;;;;;;;;;
1785;;05M161;2;6;1186.01;116.54;510.76;;;;;;;
1786;;05M162;4;19;3037.28;106.65;1851.26;;;;;;;
1787;;05M163;5;30;4762.82;82.63;1725.54;;;;;;;
1788;;05M164;9;53;6663.32;234.38;1900.51;;;;;;;
1789;;05M16T;;;675.25;;;;;;;;;
1790;;05M171;2;8;1750.08;115.38;1176.08;;;;;;;
1791;;05M172;4;20;3191.08;112.69;1440.99;;;;;;;
1792;;05M173;5;29;4327.71;102.49;1136.63;;;;;;;
1793;;05M174;7;41;5557.59;252.25;1229.88;;;;;;;
1794;;05M17T;;;574.00;;;;;;;;;
1795;;05M181;;5;1166.79;146.87;;;;;;;;
1796;;05M182;5;39;6160.20;170.97;4993.42;;;;;;;
1797;;05M183;9;55;8932.69;168.50;2772.48;;;;;;;
1798;;05M184;12;70;11460.24;304.48;2527.55;;;;;;;
1799;;05M191;;;770.58;;;;;;;;;
1800;;05M192;3;15;1677.57;204.35;906.99;;;;;;;
1801;;05M193;;;2393.67;;;;;;;;;
1802;;05M194;;;3348.82;;;;;;;;;
1803;;05M20Z;;;809.96;;;;;;;;;
1804;;05M21E;;;916.16;;;;;;;;;
1805;;05M22E;;;970.81;;;;;;;;;
1806;;05M23T;;;628.36;;;;;;;;;
1807;;05M23Z;2;9;1689.02;325.00;;844.51;;;;;;
1931;;06C021;5;29;5239.19;155.93;;1047.84;;;;;;
1932;;06C022;11;67;11164.40;226.22;5925.21;;;;;;;
1933;;06C023;16;94;19365.88;192.45;8201.48;;;;;;;
1934;;06C024;26;156;31297.58;373.94;11931.70;;;;;;;
1935;;06C031;5;30;8556.42;139.04;;1711.28;;;;;;
1936;;06C032;7;39;9807.80;169.24;1251.38;;;;;;;
1937;;06C033;10;56;13415.51;146.41;3607.70;;;;;;;
1938;;06C034;15;88;18100.54;384.21;4685.03;;;;;;;
1939;;06C041;4;23;6250.11;142.09;;1562.53;;;;;;
1940;;06C042;6;35;7955.24;174.90;1705.12;;;;;;;
1941;;06C043;9;52;10928.46;191.08;2973.23;;;;;;;
1942;;06C044;14;86;17425.08;375.55;6496.62;;;;;;;
1943;;06C051;2;12;5501.78;158.27;;2750.89;;;;;;
1944;;06C052;6;33;9753.90;150.34;4252.12;;;;;;;
1945;;06C053;9;53;16919.23;107.47;7165.33;;;;;;;
1946;;06C054;25;150;27343.51;340.93;10424.28;;;;;;;
1947;;06C071;3;15;4389.37;162.61;;1463.12;;;;;;
1948;;06C072;5;25;6015.45;201.69;1626.08;;;;;;;
1949;;06C073;8;48;10654.26;319.27;4638.82;;;;;;;
1950;;06C074;15;92;24702.07;499.95;14047.80;;;;;;;
1951;;06C081;3;13;3299.78;156.60;;1099.93;;;;;;
1952;;06C082;4;23;4865.78;197.62;1566.01;;;;;;;
1953;;06C083;6;31;6446.74;385.45;1580.95;;;;;;;
1954;;06C084;7;41;12366.46;565.05;5919.72;;;;;;;
1955;;06C091;2;9;2411.88;187.53;;1205.94;;;;;;
1956;;06C092;3;16;3750.15;184.70;1338.27;;;;;;;
1957;;06C093;5;25;5412.44;208.42;1662.29;;;;;;;
1958;;06C094;7;41;8747.14;391.95;3334.71;;;;;;;
1959;;06C101;;124;1982.44;193.01;;;;;;;;
1960;;06C102;3;124;4224.44;259.97;2242.00;;;;;;;
1961;;06C103;6;124;7327.76;400.36;3103.33;;;;;;;
1962;;06C104;22;136;11842.53;162.66;4514.77;;;;;;;
1963;;06C10J;;;1492.93;;;;;;;;;
1964;;06C111;2;10;2891.86;175.55;1373.67;;;;;;;
1965;;06C112;4;20;4647.32;196.37;1755.46;;;;;;;
1966;;06C113;5;30;6610.98;221.72;1963.66;;;;;;;
1967;;06C114;9;50;11045.30;412.28;4434.32;;;;;;;
1968;;06C11J;;;1518.19;;;;;;;;;
1969;;06C121;;6;1843.69;137.74;;;;;;;;
1970;;06C122;3;13;2857.42;136.09;1013.73;;;;;;;
1971;;06C123;4;23;4294.28;132.29;1436.86;;;;;;;
1972;;06C124;8;43;6940.08;296.20;2645.80;;;;;;;
1973;;06C12J;;;1843.69;;;;;;;;;
1974;;06C131;3;15;3658.17;154.23;;1219.39;;;;;;
1975;;06C132;5;27;5821.53;127.69;2163.36;;;;;;;
1976;;06C133;7;38;7226.12;153.52;1404.59;;;;;;;
1977;;06C134;11;67;11678.27;324.71;4452.15;;;;;;;
1978;;06C141;2;6;1680.14;173.82;615.74;;;;;;;
1979;;06C142;4;19;3939.80;239.64;2259.66;;;;;;;
1980;;06C143;6;32;7331.15;225.84;3391.35;;;;;;;
1981;;06C144;9;52;11848.01;425.20;4516.86;;;;;;;
1982;;06C14J;;;1064.40;;;;;;;;;
1983;;06C151;2;9;3219.02;182.68;;1609.51;;;;;;
1984;;06C152;5;25;6187.54;180.15;2968.52;;;;;;;
1985;;06C153;7;43;9430.16;200.35;3242.62;;;;;;;
1986;;06C154;12;72;15240.27;395.17;5810.11;;;;;;;
1987;;06C161;6;34;8908.18;189.34;;1484.70;;;;;;
1988;;06C162;9;51;12129.50;189.28;3221.32;;;;;;;
1989;;06C163;11;62;14572.41;177.64;2442.91;;;;;;;
1990;;06C164;16;93;20079.13;400.92;5506.72;;;;;;;
1991;;06C191;2;7;2032.99;140.80;902.57;;;;;;;
2014;;06C191;2;7;2369.95;164.14;902.57;;;;;;;
1992;;06C192;3;16;3622.46;126.72;1589.47;;;;;;;
1993;;06C193;7;37;6283.56;312.32;2661.10;;;;;;;
1994;;06C194;;;10154.99;;;;;;;;;
1995;;06C19J;;;1130.43;;;;;;;;;
2013;;06C19J;;;1467.38;;;;;;;;;
1996;;06C201;4;19;4293.89;176.37;;1073.47;;;;;;
1997;;06C202;6;32;6722.94;174.30;2429.05;;;;;;;
1998;;06C203;9;50;11278.21;144.77;4555.27;;;;;;;
1999;;06C204;16;98;18226.94;348.30;6948.73;;;;;;;
2000;;06C211;3;16;4011.98;147.60;;1337.33;;;;;;
2001;;06C212;6;33;6836.26;126.60;2824.28;;;;;;;
2002;;06C213;8;48;8735.32;327.55;1899.06;;;;;;;
2003;;06C214;12;72;16596.63;427.15;7861.31;;;;;;;
2004;;06C221;3;12;3982.51;123.78;;1327.50;;;;;;
2005;;06C222;5;26;7014.48;104.68;3031.98;;;;;;;
2006;;06C223;8;47;10201.61;83.64;3187.13;;;;;;;
2007;;06C224;16;94;14132.75;280.70;3931.14;;;;;;;
2008;;06C231;2;9;3135.63;228.35;1657.10;;;;;;;
